⺼	rou
𣼂	jun
𣼂	xun
𣼃	qin
𣼃	zhen
𣼄	lu
𣼆	li
𣼊	ling
𣼋	ku
𣼌	yu
𣼎	qu
𣼐	run
𣼑	bao
𣼕	yu
𣼗	ming
𣼙	mei
𣼚	tan
𣼛	man
𣼛	min
𣼜	yan
𣼝	di
𣼞	yan
𣼟	lu
𣼠	yan
𣼡	jin
𣼢	liao
𣼢	liu
𣼣	lou
𣼤	huo
𣼥	kuang
𣼦	shi
𣼦	ze
𣼧	shuai
𣼩	yin
𣼰	long
𣼱	chou
𣼱	you
𣼲	huai
𣼴	shu
𣼻	hu
𣼽	lang
𣼾	lao
𣼾	liao
𣼾	wu
𣼿	yu
𣽂	yun
𣽃	dan
𣽃	tan
𣽄	ji
𣽅	guo
𣽆	zhu
𣽇	cong
𣽇	zong
𣽈	ru
𣽈	ruan
𣽉	ru
𣽊	jun
𣽋	hao
𣽌	kan
𣽍	ji
𣽎	gao
𣽎	hao
𣽎	ze
𣽏	wu
𣽐	ge
𣽑	ta
𣽒	xie
𣽓	liao
𣽓	liu
𣽔	yan
𣽔	yin
𣽕	bu
𣽕	ou
𣽖	jian
𣽗	zhuo
𣽘	cheng
𣽙	gun
𣽙	hun
𣽚	zhi
𣽛	zha
𣽜	xie
𣽝	hong
𣽞	gui
𣽟	kuan
𣽠	pi
𣽠	pie
𣽡	bo
𣽢	yi
𣽣	gang
𣽣	jiang
𣽤	se
𣽥	an
𣽥	se
𣽦	jian
𣽧	jin
𣽨	teng
𣽩	liu
𣽪	mei
𣽫	song
𣽬	han
𣽭	meng
𣽮	yin
𣽯	tan
𣽰	guo
𣽱	ji
𣽲	qian
𣽳	ruan
𣽴	wei
𣽵	cou
𣽶	gu
𣽷	si
𣽸	jiao
𣽹	ning
𣽹	zhu
𣽺	e
𣽼	biao
𣽽	shan
𣽿	cheng
𣾀	hui
𣾄	ji
𣾅	jian
𣾇	di
𣾈	ning
𣾈	zhu
𣾉	bin
𣾊	yu
𣾌	di
𣾍	li
𣾑	jin
𣾒	han
𣾒	yu
𣾖	ling
𣾘	mang
𣾜	mi
𣾠	lian
𣾡	lou
𣾢	ying
𣾣	ta
𣾤	qi
𣾥	jian
𣾦	zhang
𣾧	you
𣾨	mei
𣾩	kang
𣾪	di
𣾫	se
𣾬	yuan
𣾭	tao
𣾮	dian
𣾯	ji
𣾰	qi
𣾱	da
𣾲	hong
𣾳	hua
𣾴	pu
𣾶	sui
𣾷	qi
𣾷	qiao
𣾸	ti
𣾼	yue
𣾽	tui
𣿀	pu
𣿁	pi
𣿁	pie
𣿂	sui
𣿄	hui
𣿄	huo
𣿅	dong
𣿆	fu
𣿇	shen
𣿈	su
𣿉	yi
𣿊	lian
𣿋	hu
𣿌	he
𣿌	qi
𣿍	lu
𣿎	zhen
𣿏	bu
𣿐	ze
𣿑	gang
𣿑	jiang
𣿒	cui
𣿓	cui
𣿔	ta
𣿕	jian
𣿕	zun
𣿖	piao
𣿗	ao
𣿘	dang
𣿙	zi
𣿚	li
𣿛	huo
𣿜	chou
𣿝	feng
𣿞	li
𣿟	kou
𣿠	se
𣿡	yu
𣿢	nian
𣿣	xiao
𣿤	you
𣿦	dou
𣿦	du
𣿨	xie
𣿪	dao
𣿬	hui
𣿯	shen
𣿰	jun
𣿰	xun
𣿱	xie
𣿲	gu
𣿴	dang
𣿶	yan
𣿹	yu
𣿻	xi
𣿼	jun
𣿼	xun
𣿽	jian
𣿾	yi
𤀀	ao
𤀁	mi
𤀂	ni
𤀂	niao
𤀂	sui
𤀃	hao
𤀄	meng
𤀅	cang
𤀆	hong
𤀇	fan
𤀈	ao
𤀉	han
𤀊	ken
𤀋	yan
𤀌	jiang
𤀍	zhen
𤀎	shi
𤀎	ze
𤀑	neng
𤀒	gou
𤀒	gu
𤀒	nou
𤀒	ru
𤀓	liu
𤀓	lu
𤀔	yin
𤀝	yu
𤀟	shi
𤀠	xi
𤀡	cong
𤀡	zong
𤀢	wu
𤀣	huan
𤀤	shan
𤀤	shuai
𤀤	suo
𤀥	pai
𤀦	la
𤀧	chan
𤀨	dou
𤀩	jian
𤀪	po
𤀫	bian
𤀬	fen
𤀭	hui
𤀭	kui
𤀮	ji
𤀮	zi
𤀯	yu
𤀰	xue
𤀱	ta
𤀲	bian
𤀳	mei
𤀳	min
𤀴	jiao
𤀵	yuan
𤀶	hu
𤀷	wei
𤀸	tai
𤀹	jun
𤀹	xun
𤀺	jia
𤀻	shen
𤀼	liu
𤀼	lu
𤀾	pu
𤁁	ni
𤁄	chan
𤁆	hu
𤁉	han
𤁊	huan
𤁋	li
𤁌	ao
𤁍	se
𤁎	tan
𤁏	ji
𤁐	kuo
𤁒	ning
𤁗	mi
𤁚	wei
𤁟	tao
𤁡	dan
𤁢	jie
𤁢	zuo
𤁣	bai
𤁤	tan
𤁥	nian
𤁦	xian
𤁧	se
𤁨	xiu
𤁩	zhi
𤁪	hua
𤁫	chua
𤁬	song
𤁭	bi
𤁮	gu
𤁮	ou
𤁯	lie
𤁰	di
𤁰	zhi
𤁱	cai
𤁲	che
𤁳	zha
𤁴	ju
𤁵	lv
𤁶	mi
𤁶	ni
𤁷	di
𤁸	liao
𤁸	liu
𤁹	huo
𤁺	zha
𤁻	bian
𤁼	li
𤁽	ying
𤁾	lei
𤁿	wei
𤂀	bi
𤂁	guo
𤂂	di
𤂃	pi
𤂄	ce
𤂅	cheng
𤂅	jing
𤂆	biao
𤂇	zi
𤂉	man
𤂊	zhuo
𤂏	bi
𤂐	xi
𤂑	nong
𤂓	ru
𤂔	bin
𤂕	yu
𤂖	ying
𤂘	hong
𤂙	man
𤂙	min
𤂛	pu
𤂟	lin
𤂠	yan
𤂡	yang
𤂢	sa
𤂢	xi
𤂢	xian
𤂣	xiao
𤂤	zhuan
𤂥	zhi
𤂦	guan
𤂮	hong
𤂯	cuan
𤂯	zan
𤂰	li
𤂱	li
𤂲	hong
𤂳	shan
𤂳	suo
𤂴	xi
𤂵	wan
𤂶	lin
𤂷	e
𤂸	chun
𤂸	zhun
𤂹	yin
𤂺	lan
𤂻	yu
𤂼	yao
𤂽	shi
𤂾	hui
𤂾	huo
𤂿	xuan
𤃀	li
𤃁	shi
𤃂	xun
𤃃	fan
𤃄	ju
𤃄	qu
𤃅	tan
𤃆	huan
𤃇	yan
𤃈	nang
𤃉	li
𤃊	pu
𤃋	ji
𤃏	la
𤃒	jun
𤃒	xun
𤃓	ru
𤃕	tao
𤃖	wo
𤃗	guan
𤃘	hui
𤃘	kui
𤃙	pu
𤃚	yin
𤃣	zhu
𤃦	jian
𤃨	lan
𤃩	ling
𤃪	xi
𤃫	hong
𤃬	huan
𤃭	jiao
𤃮	zhuo
𤃯	he
𤃰	mei
𤃱	mei
𤃲	zhi
𤃳	fan
𤃴	hui
𤃴	huo
𤃵	bo
𤃶	teng
𤃷	an
𤃸	bo
𤃸	luo
𤃸	po
𤃹	li
𤃺	xun
𤃻	lei
𤃼	zang
𤃽	hui
𤃾	jiao
𤃿	mie
𤄀	huo
𤄁	zhou
𤄃	kuo
𤄄	chi
𤄈	lin
𤄉	liu
𤄊	chan
𤄌	mie
𤄎	xi
𤄏	hong
𤄐	liu
𤄑	fan
𤄒	jian
𤄓	cong
𤄔	za
𤄕	zu
𤄖	ca
𤄖	za
𤄗	bao
𤄗	pu
𤄘	you
𤄙	xiao
𤄚	piao
𤄛	dui
𤄜	pan
𤄝	yan
𤄞	ying
𤄡	gu
𤄤	fen
𤄥	ta
𤄦	lv
𤄧	pan
𤄨	ji
𤄩	jiao
𤄪	fen
𤄫	fan
𤄬	xi
𤄳	xi
𤄴	du
𤄵	qian
𤄶	shuo
𤄶	yao
𤄷	luo
𤄸	jin
𤄹	bin
𤄺	bian
𤄼	jin
𤄽	li
𤅀	ying
𤅁	nong
𤅃	li
𤅅	wu
𤅆	hao
𤅇	luan
𤅈	ji
𤅊	yan
𤅋	dou
𤅍	cao
𤅎	man
𤅏	hong
𤅐	gong
𤅑	rang
𤅒	can
𤅓	xia
𤅔	ju
𤅗	ying
𤅘	ying
𤅙	yan
𤅚	men
𤅚	wei
𤅛	nong
𤅝	huo
𤅝	kuo
𤅠	shan
𤅡	hao
𤅢	yue
𤅣	men
𤅤	mi
𤅥	jiao
𤅥	mao
𤅥	ze
𤅥	zhuo
𤅦	tan
𤅨	zhuo
𤅩	tan
𤅪	jiao
𤅪	mao
𤅪	ze
𤅪	zhuo
𤅫	ling
𤅬	qian
𤅭	nang
𤅭	rang
𤅯	jiao
𤅯	mao
𤅯	ze
𤅯	zhuo
𤅰	shuo
𤅰	yue
𤅱	gu
𤅲	shan
𤅲	shuan
𤅳	bi
𤅴	de
𤅴	di
𤅵	sui
𤅷	ling
𤅸	yan
𤅹	bi
𤅻	huo
𤅻	kuo
𤅼	tan
𤅽	tan
𤅿	yan
𤆀	biao
𤆁	cheng
𤆂	kui
𤆃	tai
𤆄	huo
𤆄	zai
𤆅	she
𤆅	zai
𤆆	hui
𤆆	yan
𤆇	tun
𤆉	deng
𤆊	bao
𤆋	zai
𤆌	yan
𤆍	chi
𤆎	zai
𤆏	wo
𤆐	jiu
𤆑	cou
𤆒	di
𤆒	zhi
𤆓	huang
𤆓	kuang
𤆔	qi
𤆕	xiao
𤆖	ji
𤆘	zhou
𤆙	shui
𤆚	dun
𤆛	yu
𤆜	gua
𤆝	pu
𤆞	xu
𤆟	en
𤆟	si
𤆟	yun
𤆡	wu
𤆢	lun
𤆣	sha
𤆤	zhen
𤆥	zhuo
𤆧	zao
𤆩	tu
𤆫	bao
𤆫	fou
𤆫	pao
𤆬	chu
𤆬	mao
𤆬	shi
𤆭	sheng
𤆮	fu
𤆯	zhu
𤆰	shi
𤆱	nuo
𤆱	ruan
𤆲	zai
𤆳	hui
𤆳	pu
𤆴	huang
𤆴	si
𤆵	pa
𤆶	fen
𤆷	guang
𤆺	kong
𤆼	zhu
𤆾	yi
𤆿	gui
𤆿	que
𤇀	yin
𤇁	gai
𤇁	ge
𤇁	he
𤇃	li
𤇄	shan
𤇇	chan
𤇇	yin
𤇈	shi
𤇊	ping
𤇌	gu
𤇍	jie
𤇏	cheng
𤇏	zheng
𤇐	xi
𤇑	ying
𤇓	xing
𤇔	chi
𤇕	qi
𤇖	ju
𤇗	bao
𤇗	fou
𤇗	pao
𤇘	ju
𤇙	gai
𤇙	ge
𤇙	he
𤇚	che
𤇛	kang
𤇜	min
𤇝	fu
𤇞	ge
𤇟	yan
𤇠	hu
𤇠	ju
𤇡	xuan
𤇣	xing
𤇨	fei
𤇨	pi
𤇫	qiu
𤇬	zi
𤇭	long
𤇮	fa
𤇯	ao
𤇯	en
𤇯	yun
𤇰	fa
𤇱	nao
𤇲	ren
𤇳	xu
𤇳	xue
𤇴	xi
𤇴	yi
𤇵	hai
𤇶	zheng
𤇷	en
𤇷	yun
𤇸	chen
𤇸	ju
𤇹	bi
𤇻	dang
𤇽	rong
𤇾	ying
𤈀	mu
𤈂	hu
𤈃	bing
𤈃	tian
𤈄	ji
𤈆	geng
𤈇	qi
𤈇	xi
𤈈	guang
𤈉	gong
𤈋	gu
𤈌	zhao
𤈍	xi
𤈎	xu
𤈎	xun
𤈐	zhu
𤈑	di
𤈒	fou
𤈓	chao
𤈔	chi
𤈕	chi
𤈖	bao
𤈖	fou
𤈖	pao
𤈗	chao
𤈘	li
𤈙	yi
𤈛	gong
𤈛	guang
𤈛	huang
𤈛	yang
𤈜	ting
𤈢	xiao
𤈢	xiu
𤈢	xu
𤈣	fou
𤈥	di
𤈦	hui
𤈦	mei
𤈧	di
𤈧	he
𤈨	chao
𤈩	zha
𤈪	kai
𤈫	wei
𤈬	mo
𤈬	wan
𤈭	bei
𤈭	bi
𤈭	chong
𤈭	heng
𤈭	pai
𤈮	zai
𤈯	yu
𤈱	che
𤈱	xie
𤈲	shu
𤈳	shu
𤈳	xi
𤈴	xie
𤈵	chang
𤈵	fou
𤈵	wo
𤈶	yun
𤈷	xian
𤈸	gu
𤈹	tan
𤈼	xing
𤈽	peng
𤈾	xi
𤈿	qi
𤉁	yan
𤉂	hu
𤉄	xu
𤉅	qun
𤉈	chu
𤉉	xian
𤉊	da
𤉌	xian
𤉍	lao
𤉎	shao
𤉏	shi
𤉐	zhuo
𤉑	xuan
𤉙	qun
𤉝	ju
𤉞	liao
𤉟	re
𤉡	si
𤉢	xiang
𤉣	zai
𤉤	bie
𤉥	jiu
𤉦	wo
𤉧	jiao
𤉧	yao
𤉨	fu
𤉪	xiang
𤉫	kai
𤉬	ye
𤉬	zha
𤉭	guang
𤉮	bei
𤉯	yu
𤉰	xi
𤉱	xi
𤉲	liao
𤉴	chuang
𤉵	xu
𤉶	xiao
𤉷	ran
𤉸	ju
𤉹	fu
𤉺	jiao
𤉺	yao
𤉼	ju
𤉽	di
𤊀	xu
𤊁	di
𤊄	mei
𤊅	ji
𤊅	qi
𤊆	pi
𤊇	se
𤊌	chu
𤊍	ji
𤊏	ping
𤊐	shou
𤊑	xin
𤊖	gu
𤊗	yan
𤊘	chuang
𤊘	cong
𤊘	zong
𤊙	jiao
𤊚	kang
𤊛	chao
𤊜	tai
𤊝	chao
𤊞	zhang
𤊟	ding
𤊟	ting
𤊡	feng
𤊡	peng
𤊨	fu
𤊩	fen
𤊫	fei
𤊬	fei
𤊮	jiao
𤊮	yao
𤊯	tun
𤊱	xiang
𤊲	nao
𤊳	duan
𤊴	fu
𤊴	huo
𤊵	ji
𤊶	la
𤊷	bei
𤊸	fu
𤊹	bo
𤊺	xu
𤊻	fou
𤊼	shan
𤊽	liao
𤊾	mie
𤊿	che
𤋀	xu
𤋁	yang
𤋂	mo
𤋃	qiu
𤋄	wu
𤋅	jiong
𤋆	dao
𤋇	shi
𤋋	cu
𤋌	su
𤋎	ji
𤋏	lou
𤋒	di
𤋓	li
𤋔	xi
𤋕	xu
𤋗	xu
𤋘	si
𤋙	miao
𤋜	zhao
𤋝	ji
𤋠	yan
𤋢	yu
𤋣	cha
𤋣	sha
𤋥	cha
𤋥	sha
𤋦	qi
𤋧	ti
𤋨	duo
𤋩	shu
𤋪	bao
𤋫	nao
𤋬	wu
𤋬	yu
𤋭	ji
𤋮	xi
𤋯	liao
𤋰	chu
𤋰	zhu
𤋱	xun
𤋲	ruo
𤋳	yu
𤋴	lie
𤌁	kang
𤌂	su
𤌂	xiao
𤌃	duo
𤌄	zhu
𤌆	wu
𤌇	jiong
𤌈	bi
𤌉	chao
𤌊	zai
𤌋	hui
𤌌	ying
𤌍	hu
𤌍	ji
𤌎	lin
𤌏	weng
𤌐	han
𤌑	biao
𤌒	wei
𤌓	xuan
𤌔	nan
𤌕	duo
𤌖	chao
𤌗	huang
𤌙	ta
𤌚	hui
𤌛	xiao
𤌜	yan
𤌝	chao
𤌟	can
𤌠	lin
𤌡	ying
𤌢	ru
𤌤	xi
𤌥	e
𤌧	sang
𤌩	fa
𤌪	nuan
𤌫	fu
𤌮	guang
𤌮	jiong
𤌰	bi
𤌲	hua
𤌳	wei
𤌴	ji
𤌵	yan
𤌶	xiong
𤌷	xi
𤌸	shao
𤌹	gan
𤌹	qian
𤌺	jian
𤌻	gua
𤌼	huang
𤌽	chao
𤌾	he
𤌿	ji
𤍀	xiang
𤍁	sha
𤍂	yin
𤍅	lie
𤍍	wu
𤍐	tui
𤍒	zhao
𤍓	shu
𤍔	qing
𤍕	you
𤍖	jian
𤍗	bo
𤍘	bin
𤍙	xun
𤍚	mo
𤍚	wan
𤍛	xie
𤍜	zao
𤍝	can
𤍞	ye
𤍟	piao
𤍠	re
𤍡	yu
𤍢	chi
𤍣	kun
𤍤	zhang
𤍦	juan
𤍧	ying
𤍨	shu
𤍩	ying
𤍪	gu
𤍫	chi
𤍫	di
𤍫	jiao
𤍫	jue
𤍫	qiao
𤍫	zhuo
𤍬	ji
𤍭	pi
𤍮	gu
𤍱	xu
𤍳	qi
𤍵	ji
𤍶	guang
𤍹	cha
𤍹	sha
𤍻	xi
𤍼	yu
𤍽	ruo
𤍾	cuan
𤍿	bo
𤎀	mei
𤎁	lie
𤎂	qiao
𤎃	fu
𤎄	yan
𤎅	ao
𤎅	jiao
𤎅	yao
𤎆	yan
𤎇	yu
𤎈	huan
𤎉	lian
𤎊	ti
𤎋	cui
𤎌	tang
𤎏	nong
𤎖	kang
𤎗	ji
𤎘	shang
𤎙	chao
𤎙	zhuo
𤎚	liao
𤎛	fen
𤎝	yan
𤎞	la
𤎞	lie
𤎟	yan
𤎠	nao
𤎡	han
𤎡	xian
𤎢	xun
𤎣	e
𤎤	lao
𤎥	chan
𤎥	tan
𤎦	jiao
𤎦	yao
𤎧	zhu
𤎨	bie
𤎪	bi
𤎫	guang
𤎬	xie
𤎭	lin
𤎭	yin
𤎮	re
𤎯	zeng
𤎰	zeng
𤎱	juan
𤎲	hu
𤎳	xi
𤎴	jian
𤎵	jian
𤎶	hui
𤎷	chi
𤎸	ye
𤎹	xi
𤎺	zuan
𤎻	xiao
𤎽	gun
𤎾	lie
𤎿	xi
𤏀	zha
𤏁	xi
𤏄	ji
𤏅	ji
𤏍	xun
𤏎	yan
𤏐	lan
𤏓	yu
𤏖	jian
𤏗	shen
𤏘	huo
𤏙	nuan
𤏚	yan
𤏛	bi
𤏜	kui
𤏝	xun
𤏟	zao
𤏠	mo
𤏠	mu
𤏡	bo
𤏪	lao
𤏭	yan
𤏮	bo
𤏯	yan
𤏰	pie
𤏱	chu
𤏲	zhou
𤏳	fen
𤏳	hui
𤏴	xi
𤏵	yi
𤏶	ao
𤏷	cuan
𤏸	zhuo
𤏹	bi
𤏺	ao
𤏺	jiao
𤏺	yao
𤏻	xie
𤏼	ren
𤏽	xing
𤏾	chun
𤏾	shun
𤏾	zheng
𤏿	mie
𤐀	hu
𤐀	se
𤐁	yan
𤐂	qin
𤐃	xie
𤐄	ji
𤐅	bi
𤐇	di
𤐉	huo
𤐋	zhu
𤐌	ye
𤐎	ji
𤐏	qi
𤐐	xian
𤐒	zhan
𤐔	tan
𤐕	hui
𤐕	xun
𤐕	yun
𤐖	jin
𤐗	liao
𤐘	hui
𤐙	bi
𤐞	xun
𤐞	yan
𤐟	he
𤐟	xiao
𤐣	ding
𤐤	xi
𤐥	guang
𤐦	chi
𤐧	bi
𤐨	xian
𤐩	kai
𤐪	lin
𤐫	biao
𤐬	zhi
𤐭	chou
𤐮	tai
𤐯	yue
𤐰	huo
𤐱	lie
𤐲	cuan
𤐳	jiao
𤐳	yao
𤐴	xian
𤐶	hao
𤐷	en
𤐷	yun
𤐸	bi
𤐺	ying
𤐻	ying
𤐽	tai
𤑀	yan
𤑂	dao
𤑃	xian
𤑄	re
𤑅	yan
𤑆	han
𤑆	ran
𤑇	cuan
𤑊	feng
𤑋	guang
𤑏	bi
𤑐	bi
𤑑	yan
𤑒	wei
𤑓	yue
𤑔	ruo
𤑕	xun
𤑖	cuan
𤑗	liao
𤑗	zhao
𤑘	teng
𤑙	lian
𤑛	xun
𤑜	zhu
𤑞	li
𤑠	yan
𤑡	chao
𤑢	chuang
𤑢	cong
𤑢	zong
𤑣	sha
𤑤	yan
𤑥	bao
𤑦	shi
𤑧	cuo
𤑧	nie
𤑧	she
𤑧	zhe
𤑧	zuo
𤑨	zhu
𤑩	xun
𤑪	xie
𤑫	feng
𤑫	peng
𤑰	ni
𤑱	hui
𤑱	xun
𤑱	yun
𤑳	xiao
𤑴	tun
𤑵	chao
𤑶	xun
𤑷	ye
𤑸	lan
𤑹	yi
𤑺	mi
𤑻	ye
𤑽	ye
𤑾	sui
𤑿	lian
𤒀	yue
𤒁	bao
𤒂	yao
𤒃	ye
𤒄	lian
𤒅	jiao
𤒆	shu
𤒈	yan
𤒉	fu
𤒋	he
𤒍	qi
𤒎	xu
𤒏	ji
𤒐	cu
𤒑	lin
𤒒	shu
𤒓	fu
𤒔	bo
𤒕	cao
𤒖	zao
𤒗	zhi
𤒘	du
𤒚	nong
𤒜	fu
𤒝	yao
𤒞	tai
𤒡	yan
𤒢	lan
𤒣	ao
𤒣	jiao
𤒣	yao
𤒤	lian
𤒥	yan
𤒦	lian
𤒦	yan
𤒧	liao
𤒨	hong
𤒩	yi
𤒪	cuan
𤒫	ye
𤒬	se
𤒬	xu
𤒭	ming
𤒮	sui
𤒯	jian
𤒰	yan
𤒱	ji
𤒷	xi
𤒹	ye
𤒺	bao
𤒻	ta
𤒼	huang
𤒽	shao
𤒽	zhao
𤒾	biao
𤒿	an
𤓀	yue
𤓁	xun
𤓁	yan
𤓂	xun
𤓃	ji
𤓄	jue
𤓅	dian
𤓈	shuo
𤓉	ran
𤓊	bao
𤓋	bian
𤓌	ran
𤓍	ao
𤓍	jiao
𤓍	yao
𤓎	zuan
𤓏	ao
𤓏	jiao
𤓏	yao
𤓐	geng
𤓑	ji
𤓑	ti
𤓑	xi
𤓒	mei
𤓒	mi
𤓓	luo
𤓔	xi
𤓕	zhi
𤓖	xie
𤓖	yi
𤓗	zao
𤓚	xi
𤓜	bi
𤓝	yue
𤓞	bi
𤓟	cuan
𤓠	tan
𤓡	jue
𤓣	yu
𤓤	xian
𤓥	cuan
𤓦	zhuo
𤓨	xu
𤓪	jiao
𤓫	sui
𤓬	jiao
𤓭	yu
𤓮	yu
𤓮	yun
𤓯	ju
𤓯	zhang
𤓱	li
𤓲	luan
𤓳	bian
𤓴	lie
𤓵	zu
𤓶	na
𤓷	na
𤓸	wei
𤓹	ping
𤓻	ti
𤓽	bao
𤓽	fu
𤓾	dao
𤓿	lie
𤔀	na
𤔂	lie
𤔄	ge
𤔅	di
𤔆	shu
𤔇	shi
𤔈	zu
𤔉	pao
𤔊	jing
𤔋	ju
𤔌	yin
𤔍	bao
𤔎	qia
𤔐	luan
𤔑	qian
𤔒	luan
𤔓	xi
𤔔	luan
𤔕	jing
𤔖	luo
𤔗	jue
𤔘	yao
𤔙	shua
𤔚	shang
𤔜	fu
𤔝	luo
𤔟	fen
𤔟	xi
𤔠	ai
𤔡	wei
𤔢	sao
𤔣	bao
𤔤	ai
𤔥	chao
𤔦	luan
𤔧	ci
𤔨	li
𤔩	jue
𤔪	luan
𤔫	xiong
𤔬	luan
𤔭	luan
𤔮	sha
𤔰	shang
𤔱	dao
𤔲	ci
𤔲	si
𤔳	yi
𤔴	ju
𤔶	dang
𤔸	ju
𤔹	chen
𤔹	cheng
𤔺	chi
𤔺	zhi
𤔿	hun
𤕀	cheng
𤕂	chu
𤕃	yi
𤕄	zhang
𤕅	luan
𤕆	yao
𤕇	sou
𤕈	lian
𤕉	piao
𤕊	shen
𤕌	chong
𤕌	shen
𤕌	zhong
𤕍	luan
𤕎	fu
𤕐	xu
𤕑	fu
𤕒	ge
𤕓	ye
𤕕	ba
𤕖	ye
𤕗	ji
𤕘	wu
𤕘	yu
𤕚	hui
𤕛	che
𤕜	yao
𤕝	bo
𤕝	jiao
𤕞	zhu
𤕟	shu
𤕠	shu
𤕡	shu
𤕢	xiao
𤕣	gui
𤕣	jun
𤕤	shuang
𤕥	fa
𤕦	ning
𤕧	ning
𤕨	er
𤕬	ji
𤕭	jiang
𤕭	qiang
𤕮	yi
𤕯	jiang
𤕯	zhuang
𤕰	mao
𤕱	ruan
𤕲	zu
𤕳	ba
𤕳	bo
𤕴	yi
𤕵	ling
𤕶	zhuang
𤕷	diao
𤕸	zhuang
𤕹	ci
𤕹	ji
𤕻	wu
𤕻	yu
𤕼	ji
𤕽	qiang
𤕾	fu
𤕾	qiu
𤕿	diao
𤖀	feng
𤖁	zang
𤖄	zhuang
𤖅	jiang
𤖆	zhan
𤖇	ke
𤖈	zhuang
𤖉	bing
𤖊	zhuang
𤖋	cang
𤖋	zang
𤖌	yi
𤖍	yi
𤖎	ding
𤖏	ji
𤖐	bai
𤖑	pu
𤖒	die
𤖓	ze
𤖔	cang
𤖔	zang
𤖕	jiang
𤖖	guang
𤖗	se
𤖘	fen
𤖙	jiang
𤖚	yi
𤖛	jiang
𤖜	ling
𤖝	yan
𤖞	ji
𤖞	zhi
𤖟	bo
𤖠	qiang
𤖢	li
𤖣	qiang
𤖤	bei
𤖥	ling
𤖦	ling
𤖧	qiang
𤖩	zhuang
𤖪	yi
𤖫	fan
𤖬	qu
𤖭	pan
𤖮	gou
𤖯	pei
𤖰	jia
𤖱	he
𤖱	yi
𤖲	ku
𤖳	peng
𤖴	che
𤖵	ju
𤖷	che
𤖺	lie
𤖻	shi
𤖼	po
𤖽	xiang
𤖾	xiang
𤖿	pi
𤗀	luo
𤗁	cu
𤗂	qiu
𤗃	yu
𤗄	chuang
𤗅	yin
𤗇	kong
𤗈	xie
𤗉	chuang
𤗊	die
𤗋	diao
𤗋	pai
𤗌	bei
𤗍	wan
𤗎	yan
𤗏	pei
𤗐	bang
𤗑	xia
𤗒	bang
𤗓	cheng
𤗔	xin
𤗕	xia
𤗗	dong
𤗘	ti
𤗙	che
𤗙	tuo
𤗚	bi
𤗛	lian
𤗜	jia
𤗞	ting
𤗟	xin
𤗠	cha
𤗠	ya
𤗠	zha
𤗢	ti
𤗣	die
𤗥	die
𤗦	ge
𤗧	ku
𤗨	die
𤗩	bei
𤗪	shu
𤗫	li
𤗬	lv
𤗭	xia
𤗮	ze
𤗯	cui
𤗰	cao
𤗱	you
𤗳	bo
𤗴	tui
𤗵	pu
𤗶	guang
𤗷	lin
𤗸	fen
𤗺	bo
𤗻	chan
𤗼	qi
𤗽	di
𤗽	die
𤗾	dang
𤗿	tai
𤘀	dao
𤘃	li
𤘄	du
𤘅	ya
𤘆	ya
𤘇	zhan
𤘈	ya
𤘉	ya
𤘊	yi
𤘌	qi
𤘍	ya
𤘐	qu
𤘑	ai
𤘑	gai
𤘒	ao
𤘔	hu
𤘔	li
𤘖	ting
𤘗	mi
𤘘	kou
𤘙	zhu
𤘚	ge
𤘚	qiang
𤘚	qiu
𤘛	chun
𤘜	you
𤘝	fen
𤘞	nuo
𤘟	nuo
𤘠	tian
𤘡	jin
𤘢	pi
𤘣	chen
𤘤	pi
𤘥	pin
𤘦	jie
𤘧	gui
𤘪	dan
𤘫	chun
𤘬	bei
𤘬	chuang
𤘭	hu
𤘯	kuan
𤘰	lao
𤘱	bei
𤘲	zhuang
𤘳	di
𤘴	mu
𤘵	hu
𤘶	chou
𤘷	shu
𤘸	tao
𤘹	pi
𤘺	rong
𤘻	rong
𤘼	nuo
𤘽	hou
𤘽	ke
𤘾	peng
𤘿	fei
𤙀	peng
𤙂	bei
𤙄	ji
𤙅	bai
𤙆	di
𤙇	xia
𤙈	chi
𤙉	nuo
𤙊	di
𤙋	qin
𤙌	ni
𤙍	bei
𤙎	tao
𤙏	qu
𤙑	jia
𤙒	xie
𤙓	tong
𤙔	zhao
𤙕	hua
𤙕	ni
𤙖	xin
𤙗	fang
𤙘	shou
𤙙	gui
𤙚	mao
𤙛	tu
𤙜	shao
𤙝	liang
𤙞	bi
𤙟	chu
𤙠	qiu
𤙡	xing
𤙢	zang
𤙣	xin
𤙤	fu
𤙧	xi
𤙨	shu
𤙩	jie
𤙪	zhi
𤙫	yan
𤙬	yu
𤙭	fu
𤙯	lao
𤙰	te
𤙱	she
𤙲	shi
𤙳	bei
𤙴	chao
𤙵	chui
𤙶	jian
𤙷	zong
𤙸	du
𤙹	zong
𤙺	qi
𤙻	ju
𤙻	quan
𤙼	ran
𤙽	hou
𤙾	beng
𤙿	yue
𤚀	cai
𤚁	ran
𤚂	chu
𤚃	di
𤚄	chu
𤚅	mu
𤚈	tao
𤚉	xu
𤚊	die
𤚋	ni
𤚌	xi
𤚍	chan
𤚎	yu
𤚏	zhong
𤚐	li
𤚐	mao
𤚑	han
𤚒	liang
𤚓	li
𤚔	shou
𤚕	yan
𤚖	jiang
𤚗	xuan
𤚙	hu
𤚚	du
𤚛	mian
